#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
0,0,7.44
60,-1,7.41
61,-1,7.31
62,-1,7.42
63,-1,7.41
64,-1,7.43
65,-1,7.42
66,-1,7.42
67,-1,7.39
68,-1,7.31
69,-1,7.42
70,-1,7.40
71,-1,7.24
72,-1,7.41
73,-1,7.40
74,-1,7.40
75,-1,7.39
76,-1,7.41
77,-1,7.38
78,-1,7.27
79,-1,7.41
80,-1,7.40
81,-1,7.18
82,-1,7.34
83,-1,7.40
84,-1,7.35
85,-1,7.29
86,-1,7.40
87,-1,7.37
88,-1,7.23
89,-1,7.40
90,-1,7.38
91,-1,7.16
92,-1,7.34
93,-1,7.39
94,-1,7.34
95,-1,7.25
96,-1,7.39
97,-1,7.36
98,-1,7.15
99,-1,7.34
100,-1,7.38
101,-1,7.35
102,-1,7.18
103,45,7.40
104,53,7.39
105,54,7.28
106,55,7.38
107,55,7.40
108,55,7.28
109,56,7.37
110,57,7.40
111,58,7.34
112,58,7.37
113,58,7.41
114,59,7.36
115,59,7.36
116,59,7.40
117,59,7.38
118,61,7.29
119,60,7.41
120,61,7.38
121,62,7.31
122,62,7.40
123,62,7.41
124,63,7.31
125,63,7.39
126,63,7.39
127,63,7.34
128,63,7.39
129,64,7.39
130,63,7.33
131,65,7.36
132,64,7.40
133,64,7.27
134,64,7.36
135,65,7.40
136,66,7.30
137,66,7.36
138,66,7.39
139,66,7.34
140,66,7.36
141,67,7.40
142,67,7.38
143,68,7.35
144,68,7.39
145,67,7.38
146,68,7.35
147,68,7.38
148,68,7.38
149,69,7.36
150,69,7.36
151,70,7.39
152,69,7.32
153,70,7.36
154,70,7.39
155,70,7.34
156,70,7.34
157,70,7.40
158,71,7.37
159,70,7.37
160,71,7.40
161,71,7.34
162,71,7.34
163,71,7.40
164,71,7.36
165,71,7.36
166,71,7.37
167,71,7.37
168,71,7.36
169,72,7.35
170,72,7.39
171,72,7.36
172,72,7.38
173,72,7.37
174,72,7.31
175,72,7.33
176,73,7.38
177,73,7.27
178,72,7.37
179,73,7.39
180,73,7.34
181,73,7.37
182,72,7.38
183,73,7.36
184,73,7.36
185,73,7.38
186,73,7.36
187,73,7.35
188,74,7.36
189,74,7.36
190,75,7.34
191,74,7.37
192,75,7.36
193,74,7.35
194,74,7.37
195,74,7.38
196,74,7.35
197,75,7.37
198,75,7.40
199,74,7.36
200,75,7.33
201,75,7.38
202,75,7.29
203,76,7.31
204,76,7.40
205,75,7.29
206,76,7.31
207,76,7.37
208,76,7.36
209,75,7.36
210,76,7.37
211,77,7.37
212,76,7.33
213,77,7.34
214,76,7.34
215,76,7.35
216,77,7.36
217,76,7.35
218,76,7.36
219,77,7.36
220,76,7.37
221,76,7.34
222,77,7.37
223,76,7.35
224,78,7.33
225,77,7.32
226,78,7.36
227,77,7.35
228,77,7.32
229,78,7.35
230,77,7.37
231,78,7.35
232,77,7.37
233,78,7.32
234,78,7.30
235,77,7.38
236,78,7.30
237,77,7.31
238,78,7.39
239,79,7.37
240,78,7.36
241,78,7.36
242,78,7.37
243,79,7.37
244,76,7.37
245,79,7.34
246,79,7.30
247,79,7.35
248,80,7.36
249,80,7.34
250,78,7.36
251,80,7.32
252,81,7.35
253,80,7.32
254,81,7.31
255,82,7.35
