#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
0,0,7.46
60,-1,7.43
61,-1,7.35
62,-1,7.44
63,-1,7.44
64,10,7.47
65,29,7.44
66,31,7.45
67,32,7.37
68,32,7.45
69,34,7.46
70,36,7.36
71,36,7.46
72,37,7.42
73,38,7.44
74,38,7.43
75,39,7.44
76,40,7.43
77,40,7.44
78,42,7.37
79,43,7.44
80,43,7.43
81,44,7.39
82,44,7.43
83,45,7.43
84,45,7.42
85,47,7.47
86,46,7.46
87,48,7.46
88,48,7.43
89,49,7.32
90,49,7.44
91,49,7.43
92,50,7.34
93,51,7.44
94,51,7.41
95,52,7.37
96,52,7.46
97,53,7.41
98,53,7.40
99,54,7.42
100,55,7.40
101,54,7.41
102,57,7.42
103,58,7.40
104,58,7.38
105,59,7.43
106,55,7.40
107,59,7.39
108,58,7.43
109,57,7.41
110,58,7.34
111,60,7.45
112,60,7.42
113,59,7.34
114,60,7.43
115,62,7.43
116,61,7.33
117,61,7.41
118,62,7.41
119,63,7.36
120,62,7.41
121,62,7.46
122,63,7.39
123,63,7.38
124,64,7.42
125,65,7.39
126,65,7.36
127,65,7.41
128,65,7.40
129,65,7.36
130,65,7.41
131,65,7.41
132,65,7.37
133,66,7.40
134,65,7.41
135,67,7.33
136,67,7.38
137,67,7.42
138,67,7.37
139,68,7.40
140,69,7.43
141,68,7.31
142,69,7.37
143,68,7.41
144,69,7.36
145,68,7.37
146,69,7.41
147,70,7.40
148,69,7.35
149,69,7.41
150,70,7.39
151,70,7.41
152,70,7.43
153,71,7.40
154,71,7.33
155,71,7.40
156,71,7.44
157,71,7.38
158,71,7.39
159,72,7.40
160,72,7.32
161,72,7.40
162,72,7.40
163,72,7.29
164,73,7.38
165,74,7.40
166,73,7.32
167,73,7.36
168,74,7.41
169,73,7.31
170,74,7.38
171,75,7.41
172,74,7.37
173,73,7.37
174,73,7.39
175,75,7.36
176,75,7.37
177,74,7.38
178,76,7.39
179,74,7.32
180,74,7.41
181,74,7.39
182,74,7.32
183,76,7.38
184,75,7.39
185,75,7.31
186,77,7.38
187,76,7.41
188,76,7.38
189,75,7.38
190,77,7.39
191,77,7.35
192,75,7.41
193,76,7.39
194,78,7.39
195,76,7.34
196,78,7.38
197,76,7.34
198,77,7.34
199,77,7.38
200,77,7.38
201,78,7.39
202,77,7.39
203,80,7.40
204,76,7.33
205,76,7.38
206,78,7.40
207,76,7.32
208,78,7.38
209,79,7.39
210,77,7.37
211,78,7.39
212,81,7.39
213,77,7.31
214,76,7.36
215,76,7.37
216,77,7.39
217,76,7.38
218,77,7.36
219,78,7.36
220,80,7.34
221,82,7.35
222,82,7.39
223,78,7.37
224,79,7.37
225,79,7.39
226,82,7.36
227,82,7.38
228,79,7.39
229,78,7.32
230,82,7.41
231,80,7.39
232,78,7.35
233,78,7.36
234,81,7.37
235,83,7.36
236,78,7.32
237,79,7.37
238,81,7.32
239,82,7.33
240,79,7.37
241,78,7.35
242,83,7.36
243,79,7.37
244,82,7.34
245,81,7.37
246,82,7.34
247,81,7.41
248,82,7.35
249,81,7.36
250,83,7.35
251,82,7.32
252,84,7.36
253,82,7.35
254,83,7.35
255,83,7.33
