#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
0,0,7.69
60,39,7.68
61,43,7.68
62,45,7.65
63,47,7.71
64,46,7.60
65,49,7.68
66,49,7.68
67,50,7.51
68,51,7.68
69,51,7.67
70,52,7.65
71,53,7.67
72,53,7.58
73,54,7.67
74,55,7.67
75,56,7.53
76,55,7.67
77,56,7.65
78,56,7.65
79,56,7.69
80,57,7.58
81,58,7.66
82,59,7.67
83,59,7.55
84,60,7.67
85,61,7.61
86,60,7.65
87,61,7.67
88,62,7.57
89,62,7.66
90,62,7.67
91,63,7.60
92,63,7.67
93,64,7.61
94,64,7.65
95,65,7.66
96,65,7.50
97,66,7.66
98,66,7.66
99,66,7.57
100,67,7.66
101,67,7.52
102,68,7.65
103,68,7.66
104,68,7.53
105,68,7.65
106,68,7.56
107,69,7.64
108,69,7.65
109,69,7.56
110,69,7.65
111,70,7.54
112,70,7.64
113,70,7.64
114,71,7.62
115,70,7.68
116,70,7.53
117,71,7.63
118,71,7.64
119,71,7.56
120,71,7.64
121,71,7.53
122,71,7.63
123,72,7.63
124,71,7.52
125,72,7.65
126,72,7.58
127,72,7.63
128,73,7.63
129,73,7.56
130,73,7.64
131,74,7.57
132,74,7.63
133,74,7.63
134,74,7.51
135,75,7.63
136,75,7.58
137,75,7.63
138,75,7.62
139,75,7.50
140,75,7.63
141,75,7.55
142,75,7.61
143,76,7.61
144,76,7.56
145,76,7.63
146,76,7.58
147,76,7.62
148,76,7.59
149,76,7.54
150,77,7.66
151,77,7.56
152,76,7.62
153,77,7.57
154,76,7.58
155,76,7.63
156,77,7.52
157,77,7.60
158,77,7.60
159,77,7.51
160,78,7.62
161,77,7.57
162,77,7.59
163,78,7.56
164,79,7.52
165,79,7.62
166,78,7.58
167,78,7.60
168,77,7.59
169,78,7.54
170,79,7.62
171,78,7.54
172,78,7.57
173,78,7.57
174,78,7.56
175,79,7.63
176,78,7.60
177,79,7.57
178,79,7.60
179,79,7.55
180,79,7.61
181,79,7.56
182,80,7.58
183,80,7.58
184,80,7.54
185,79,7.61
186,79,7.54
187,80,7.57
188,80,7.59
189,80,7.52
190,80,7.61
191,81,7.53
192,80,7.59
193,80,7.54
194,81,7.58
195,81,7.60
196,81,7.56
197,81,7.57
198,81,7.60
199,81,7.52
200,81,7.62
201,81,7.54
202,81,7.52
203,81,7.58
204,81,7.53
205,81,7.60
206,81,7.51
207,81,7.57
208,81,7.53
209,81,7.58
210,81,7.59
211,82,7.58
212,82,7.57
213,82,7.53
214,81,7.54
215,82,7.59
216,82,7.57
217,82,7.52
218,82,7.57
219,82,7.53
220,82,7.59
221,82,7.53
222,82,7.52
223,83,7.53
224,83,7.56
225,83,7.58
226,83,7.57
227,83,7.56
228,83,7.52
229,83,7.52
230,83,7.60
231,83,7.54
232,83,7.53
233,83,7.53
234,82,7.52
235,83,7.57
236,83,7.49
237,83,7.53
238,83,7.57
239,83,7.52
240,83,7.57
241,83,7.53
242,84,7.54
243,84,7.56
244,84,7.55
245,83,7.55
246,83,7.55
247,83,7.51
248,83,7.53
249,83,7.54
250,83,7.53
251,84,7.56
252,84,7.54
253,85,7.54
254,85,7.55
255,85,7.55
